    X		     Y		     Z
-117.709102	-115.916023	-114.119629
118.356644	118.786809	119.209381
205.818542	206.586954	207.342311
-115.916023	-114.119629	-112.320011
118.786809	119.209381	119.624385
206.586954	207.342311	208.084650
-114.119629	-112.320011	-110.517256
119.209381	119.624385	120.031845
207.342311	208.084650	208.814014
-112.320011	-110.517256	-108.711451
119.624385	120.031845	120.431788
208.084650	208.814014	209.530439
-110.517256	-108.711451	-106.902679
120.031845	120.431788	120.824237
208.814014	209.530439	210.233967
-108.711451	-106.902679	-105.091025
120.431788	120.824237	121.209218
209.530439	210.233967	210.924636
-106.902679	-105.091025	-103.276567
120.824237	121.209218	121.586755
210.233967	210.924636	211.602485
-105.091025	-103.276567	-101.459387
121.209218	121.586755	121.956872
210.924636	211.602485	212.267554
-103.276567	-101.459387	-99.639560
121.586755	121.956872	122.319594
211.602485	212.267554	212.919879
-101.459387	-99.639560	-97.817162
121.956872	122.319594	122.674945
212.267554	212.919879	213.559501
-99.639560	-97.817162	-95.992269
122.319594	122.674945	123.022949
212.919879	213.559501	214.186457
-97.817162	-95.992269	-94.164952
122.674945	123.022949	123.363630
213.559501	214.186457	214.800784
-95.992269	-94.164952	-92.335282
123.022949	123.363630	123.697011
214.186457	214.800784	215.402519
-94.164952	-92.335282	-90.503328
123.363630	123.697011	124.023116
214.800784	215.402519	215.991700
-92.335282	-90.503328	-88.669159
123.697011	124.023116	124.341967
215.402519	215.991700	216.568362
-90.503328	-88.669159	-86.832840
124.023116	124.341967	124.653587
215.991700	216.568362	217.132543
-88.669159	-86.832840	-84.994437
124.341967	124.653587	124.958000
216.568362	217.132543	217.684276
-86.832840	-84.994437	-83.154013
124.653587	124.958000	125.255226
217.132543	217.684276	218.223598
-84.994437	-83.154013	-81.311631
124.958000	125.255226	125.545288
217.684276	218.223598	218.750542
-83.154013	-81.311631	-79.467350
125.255226	125.545288	125.828207
218.223598	218.750542	219.265142
-81.311631	-79.467350	-77.621231
125.545288	125.828207	126.104005
218.750542	219.265142	219.767433
-79.467350	-77.621231	-75.773332
125.828207	126.104005	126.372703
219.265142	219.767433	220.257445
-77.621231	-75.773332	-73.923709
126.104005	126.372703	126.634320
219.767433	220.257445	220.735213
-75.773332	-73.923709	-72.072418
126.372703	126.634320	126.888878
220.257445	220.735213	221.200767
-73.923709	-72.072418	-70.219514
126.634320	126.888878	127.136396
220.735213	221.200767	221.654138
-72.072418	-70.219514	-68.365050
126.888878	127.136396	127.376893
221.200767	221.654138	222.095356
-70.219514	-68.365050	-66.509078
127.136396	127.376893	127.610389
221.654138	222.095356	222.524451
-68.365050	-66.509078	-64.651649
127.376893	127.610389	127.836901
222.095356	222.524451	222.941452
-66.509078	-64.651649	-62.792814
127.610389	127.836901	128.056449
222.524451	222.941452	223.346386
-64.651649	-62.792814	-60.932621
127.836901	128.056449	128.269050
222.941452	223.346386	223.739282
-62.792814	-60.932621	-59.071119
128.056449	128.269050	128.474721
223.346386	223.739282	224.120166
-60.932621	-59.071119	-57.208354
128.269050	128.474721	128.673480
223.739282	224.120166	224.489064
-59.071119	-57.208354	-55.344372
128.474721	128.673480	128.865342
224.120166	224.489064	224.846001
-57.208354	-55.344372	-53.479220
128.673480	128.865342	129.050324
224.489064	224.846001	225.191001
-55.344372	-53.479220	-51.612940
128.865342	129.050324	129.228441
224.846001	225.191001	225.524088
-53.479220	-51.612940	-49.745577
129.050324	129.228441	129.399709
225.191001	225.524088	225.845285
-51.612940	-49.745577	-47.877174
129.228441	129.399709	129.564141
225.524088	225.845285	226.154614
-49.745577	-47.877174	-46.007771
129.399709	129.564141	129.721753
225.845285	226.154614	226.452096
-47.877174	-46.007771	-44.137412
129.564141	129.721753	129.872557
226.154614	226.452096	226.737751
-46.007771	-44.137412	-42.266135
129.721753	129.872557	130.016568
226.452096	226.737751	227.011599
-44.137412	-42.266135	-40.393981
129.872557	130.016568	130.153796
226.737751	227.011599	227.273658
-42.266135	-40.393981	-38.520990
130.016568	130.153796	130.284256
227.011599	227.273658	227.523946
-40.393981	-38.520990	-36.647199
130.153796	130.284256	130.407958
227.273658	227.523946	227.762480
-38.520990	-36.647199	-34.772646
130.284256	130.407958	130.524913
227.523946	227.762480	227.989276
-36.647199	-34.772646	-32.897369
130.407958	130.524913	130.635133
